Price min value,Price for each machine,Time
1012,"[252, 252, 252, 128, 128]",0.1880035400390625
1012,"[252, 252, 252, 128, 128]",0.18895816802978516
1012,"[252, 252, 252, 128, 128]",0.19005560874938965
1012,"[252, 252, 252, 128, 128]",0.18956923484802246
1012,"[252, 252, 252, 128, 128]",0.18955445289611816
