Price min value,Price for each machine,Time
3052,"[128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252, 252, 128, 128, 128, 128, 252, 128, 128]",182.4334967136383
3052,"[128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252, 252, 128, 128, 128, 128, 252, 128, 128]",182.3456428050995
3052,"[128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252, 252, 128, 128, 128, 128, 252, 128, 128]",184.72994089126587
3052,"[128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252, 252, 128, 128, 128, 128, 252, 128, 128]",187.6631498336792
3052,"[128, 128, 128, 128, 128, 128, 128, 128, 252, 252, 252, 252, 128, 128, 128, 128, 252, 128, 128]",186.6603124141693
