Price min value,Price for each machine,Time
2673,"[128, 128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128, 128]",20.475765228271484
2673,"[128, 128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128, 128]",20.577100038528442
2673,"[128, 128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128, 128]",20.28181529045105
2673,"[128, 128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128, 128]",20.632173538208008
2673,"[128, 128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128, 128]",19.429975748062134
