Price min value,Price for each machine,Time
2417,"[128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128]",81.61854934692383
2417,"[128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128]",80.2011468410492
2417,"[128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128]",85.055588722229
2417,"[128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128]",88.22492742538452
2417,"[128, 128, 128, 128, 379, 379, 128, 379, 128, 128, 128, 128, 128]",88.67928314208984
