Price min value,Price for each machine,Time
1416,"[402, 379, 379, 128, 128]",0.18190312385559082
1416,"[402, 379, 379, 128, 128]",0.18045377731323242
1416,"[402, 379, 379, 128, 128]",0.17778277397155762
1416,"[402, 379, 379, 128, 128]",0.2143244743347168
1416,"[402, 379, 379, 128, 128]",0.17917442321777344
