0,1,2,3,4,5,6,7,8,9,10,11
z3,0.6941497325897217,3.223076423009237,7.351510286331177,12.831210295359295,25.066771666208904,48.06174055735271,109.31920742988586
cplex,0.6131799221038818,1.399169921875,3.679044326146444,7.0292932987213135,13.007547458012898,32.57412020365397,131.5069408416748,303.9599555333456,1132.2505753835044,2417.2869993050895
chuffed,0.8464584350585938,2.696706771850586,5.6835873921712246,9.771913131078085,15.569619814554851,27.28602957725525,62.318185249964394,140.2299640973409,759.9797180493673,1669.0703650315604,3244.13107474645
virtual best,0.6131799221038818,1.399169921875,3.679044326146444,7.0292932987213135,12.826999982198078,24.543409744898476,59.57556541760762,137.48734426498413,757.2370982170105,1666.3277451992035,3241.388454914093
